name	eng	chi	refined
MEN1	The MEN1 gene provides instructions for making a protein called menin. This protein acts as a tumor suppressor, which means that it keeps cells from growing and dividing too fast or in an uncontrolled way.  Although the exact function of menin is unclear, it is likely involved in several important cell functions.  For example, it may play a role in copying and repairing DNA and regulating the controlled self-destruction of cells (apoptosis). The menin protein is present in the nucleus of many different types of cells and appears to be active in all stages of development.Menin interacts with many other proteins, including several transcription factors. Transcription factors bind to specific areas of DNA and help control whether particular genes are turned on or off. Some of these genes likely play a role in cell growth and division. Researchers are working to identify the proteins that interact with menin and determine its specific role as a tumor suppressor.<> <>	MEN1基因提供制造蛋白质称为menin的说明。这种蛋白质起着肿瘤抑制剂的作用，这意味着它可以防止细胞生长，分裂过快或不受控制。虽然menin的确切功能尚不清楚，但它可能涉及几个重要的细胞功能。例如，它可能在复制和修复DNA以及调节细胞的受控自我破坏（凋亡）方面发挥作用。 Menin蛋白存在于许多不同类型细胞的细胞核中，似乎在所有发育阶段都有活性.Menin与许多其他蛋白质相互作用，包括几种转录因子。转录因子与DNA的特定区域结合并帮助控制特定基因是否被打开或关闭。这些基因中的一些可能在细胞生长和分裂中起作用。研究人员正在努力确定与menin相互作用的蛋白质并确定其作为肿瘤抑制因子的特定作用	0
MEF2A	From NCBI Gene:The protein encoded by this gene is a DNA-binding transcription factor that activates many muscle-specific, growth factor-induced, and stress-induced genes. The encoded protein can act as a homodimer or as a heterodimer and is involved in several cellular processes, including muscle development, neuronal differentiation, cell growth control, and apoptosis. Defects in this gene could be a cause of autosomal dominant coronary artery disease 1 with myocardial infarction (ADCAD1). Several transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Jan 2010]From UniProt:Transcriptional activator which binds specifically to the MEF2 element, 5'-YTA[AT](4)TAR-3', found in numerous muscle-specific genes. Also involved in the activation of numerous growth factor- and stress-induced genes. Mediates cellular functions not only in skeletal and cardiac muscle development, but also in neuronal differentiation and survival. Plays diverse roles in the control of cell growth, survival and apoptosis via p38 MAPK signaling in muscle-specific and/or growth factor-related transcription. In cerebellar granule neurons, phosphorylated and sumoylated MEF2A represses transcription of NUR77 promoting synaptic differentiation. Associates with chromatin to the ZNF16 promoter.<> <>	来自NCBI基因：该基因编码的蛋白质是一种DNA结合转录因子，可激活许多肌肉特异性生长因子诱导的和压力诱导的基因。编码的蛋白质可以作为同二聚体或作为异二聚体，并参与几个细胞过程，包括肌肉发育，神经元分化，细胞生长控制和细胞凋亡。这种基因的缺陷可能是导致常染色体显性冠心病伴心肌梗死（ADCAD1）的原因之一。已发现编码不同亚型的转录本变体[由RefSeq，2010年1月提供]从UniProt：与MEF2元件特异性结合的转录活化因子5'-YTA [AT]（4）TAR-3'，发现在许多肌肉特异性基因中。还涉及许多生长因子和应激诱导基因的激活。介导细胞功能不仅在骨骼和心肌发育，而且在神经元分化和生存。在肌肉特异性和/或生长因子相关转录中通过p38MAPK信号传导在控制细胞生长，存活和凋亡中发挥不同作用。在小脑颗粒神经元中，磷酸化和SUMO化的MEF2A抑制NUR77促进突触分化的转录。将染色质与ZNF16启动子结合。<> <>	0
MC4R	From NCBI Gene:The protein encoded by this gene is a membrane-bound receptor and member of the melanocortin receptor family. The encoded protein interacts with adrenocorticotropic and MSH hormones and is mediated by G proteins. This is an intronless gene. Defects in this gene are a cause of autosomal dominant obesity. [provided by RefSeq, Jan 2010]From UniProt:Receptor specific to the heptapeptide core common to adrenocorticotropic hormone and alpha-, beta-, and gamma-MSH. Plays a central role in energy homeostasis and somatic growth. This receptor is mediated by G proteins that stimulate adenylate cyclase (cAMP).<> <>	来自NCBI基因：由该基因编码的蛋白质是膜结合受体和黑皮质素受体家族的成员。编码的蛋白质与促肾上腺皮质激素和MSH激素相互作用，并由G蛋白介导。这是一个无内含的基因。该基因的缺陷是常染色体显性肥胖的原因。 [由RefSeq，2010年1月提供]来自UniProt：与促肾上腺皮质激素和α-，β-和γ-MSH常见的七肽核心特异性相关的受体。在能量稳态和体细胞生长中起着核心作用。该受体由刺激腺苷酸环化酶（cAMP）的G蛋白介导	0
MAX	From NCBI Gene:The protein encoded by this gene is a member of the basic helix-loop-helix leucine zipper (bHLHZ) family of transcription factors. It is able to form homodimers and heterodimers with other family members, which include Mad, Mxi1 and Myc. Myc is an oncoprotein implicated in cell proliferation, differentiation and apoptosis. The homodimers and heterodimers compete for a common DNA target site (the E box) and rearrangement among these dimer forms provides a complex system of transcriptional regulation. Mutations of this gene have been reported to be associated with hereditary pheochromocytoma. A pseudogene of this gene is located on the long arm of chromosome 7. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2012]From UniProt:Transcription regulator. Forms a sequence-specific DNA-binding protein complex with MYC or MAD which recognizes the core sequence 5'-CAC[GA]TG-3'. The MYC:MAX complex is a transcriptional activator, whereas the MAD:MAX complex is a repressor. May repress transcription via the recruitment of a chromatin remodeling complex containing H3 'Lys-9' histone methyltransferase activity. Represses MYC transcriptional activity from E-box elements.<> <>	来自NCBI基因：由该基因编码的蛋白质是基本螺旋 - 环 - 螺旋亮氨酸拉链（bHLHZ）家族转录因子的成员。它能够与其他家庭成员形成homodimers和heterodimers，其中包括Mad，Mxi1和Myc。 Myc是一种涉及细胞增殖，分化和凋亡的癌蛋白。同二聚体和异二聚体竞争共同的DNA靶位点（E盒），并且这些二聚体形式之间的重排提供了复杂的转录调控系统。据报道，该基因的突变与遗传性嗜铬细胞瘤相关。该基因的假基因位于染色体7的长臂上。选择性剪接产生多种转录物变体。 [由RefSeq，2012年8月提供]来自UniProt：转录调节子。与MYC或MAD形成识别核心序列5'-CAC [GA] TG-3'的序列特异性DNA结合蛋白复合物。 MYC：MAX复合体是转录激活剂，而MAD：MAX复合体是阻遏物。可能通过招募含有H3'Lys-9'组蛋白甲基转移酶活性的染色质重塑复合物来抑制转录。抑制来自E-box元件的MYC转录活性<> <>	0
MAPK8IP1	From NCBI Gene:This gene encodes a regulator of the pancreatic beta-cell function. It is highly similar to JIP-1, a mouse protein known to be a regulator of c-Jun amino-terminal kinase (Mapk8). This protein has been shown to prevent MAPK8 mediated activation of transcription factors, and to decrease IL-1 beta and MAP kinase kinase 1 (MEKK1) induced apoptosis in pancreatic beta cells. This protein also functions as a DNA-binding transactivator of the glucose transporter GLUT2. RE1-silencing transcription factor (REST) is reported to repress the expression of this gene in insulin-secreting beta cells. This gene is found to be mutated in a type 2 diabetes family, and thus is thought to be a susceptibility gene for type 2 diabetes. [provided by RefSeq, May 2011]From UniProt:The JNK-interacting protein (JIP) group of scaffold proteins selectively mediates JNK signaling by aggregating specific components of the MAPK cascade to form a functional JNK signaling module. Required for JNK activation in response to excitotoxic stress. Cytoplasmic MAPK8IP1 causes inhibition of JNK-regulated activity by retaining JNK in the cytoplasm and inhibiting JNK phosphorylation of c-Jun. May also participate in ApoER2-specific reelin signaling. Directly, or indirectly, regulates GLUT2 gene expression and beta-cell function. Appears to have a role in cell signaling in mature and developing nerve terminals. May function as a regulator of vesicle transport, through interactions with the JNK-signaling components and motor proteins (By similarity). Functions as an anti-apoptotic protein and whose level seems to influence the beta-cell death or survival response.<> <>	来自NCBI基因：该基因编码胰腺β-细胞功能的调节剂。它与JIP-1高度相似，JIP-1是一种已知是c-Jun氨基末端激酶调节剂的小鼠蛋白（Mapk8）。已经显示该蛋白质阻止MAPK8介导的转录因子激活，并减少IL-1β和MAP激酶激酶1（MEKK1）诱导的胰腺β细胞凋亡。该蛋白质还可以作为葡萄糖转运蛋白GLUT2的DNA结合反式激活因子。据报道，RE1沉默转录因子（REST）抑制胰岛素分泌β细胞中该基因的表达。发现该基因在2型糖尿病家族中发生突变，因此被认为是2型糖尿病的易感基因。 [由RefSeq，2011年5月提供]来自UniProt：支架蛋白的JNK相互作用蛋白（JIP）组通过聚集MAPK级联的特定组分来形成功能性JNK信号传导模块来选择性介导JNK信号传导。为了响应兴奋毒性应激而激活JNK。细胞质MAPK8IP1通过将JNK保留在细胞质中并抑制c-Jun的JNK磷酸化来抑制JNK调节的活性。也可能参与ApoER2特定的reelin信号。直接或间接调节GLUT2基因表达和β细胞功能。似乎在成熟和发育神经末梢中的细胞信号传导中起作用。可能通过与JNK信号传导成分和运动蛋白的相互作用（通过相似性）起到囊泡运输的调节剂的作用。作为抗凋亡蛋白的功能，并且其水平似乎影响β-细胞死亡或存活反应。<> <>	0
LZTR1	The LZTR1 gene provides instructions for making a protein whose exact function is unknown. The LZTR1 protein is made in cells throughout the body. Within cells, it is found in the Golgi apparatus, which is a structure in which newly produced proteins are modified. Studies suggest that the LZTR1 protein may help stabilize this structure. Researchers suspect that this protein may also be associated with the CUL3 ubiquitin ligase complex, which is part of the cell machinery that breaks down (degrades) unneeded proteins.Based on its role in several tumor types, the LZTR1 protein is thought to act as a tumor suppressor. Tumor suppressors are proteins that keep cells from growing and dividing too rapidly or in an uncontrolled way.<> <>	LZTR1基因对应蛋白质确切功能尚未知。 在细胞内，它在高尔基体中发现。研究表明LZTR1蛋白可能有助于稳定这种结构。研究人员怀疑这种蛋白质也可能与CUL3泛素连接酶复合体有关，该复合体是降解不需要的蛋白质的细胞器的一部分。	1
LZTFL1	From NCBI Gene:This gene encodes a ubiquitously expressed protein that localizes to the cytoplasm. This protein interacts with Bardet-Biedl Syndrome (BBS) proteins and, through its interaction with BBS protein complexes, regulates protein trafficking to the ciliary membrane. Nonsense mutations in this gene cause a form of Bardet-Biedl Syndrome; a ciliopathy characterized in part by polydactyly, obesity, cognitive impairment, hypogonadism, and kidney failure. This gene may also function as a tumor suppressor; possibly by interacting with E-cadherin and the actin cytoskeleton and thereby regulating the transition of epithelial cells to mesenchymal cells. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Feb 2013]From UniProt:Regulates ciliary localization of the BBSome complex. Together with the BBSome complex, controls SMO ciliary trafficking and contributes to the sonic hedgehog (SHH) pathway regulation. May play a role in neurite outgrowth. May have tumor suppressor function.<> <>	来自NCBI基因：该基因编码定位于细胞质的遍在表达的蛋白质。该蛋白质与Bardet-Biedl综合征（BBS）蛋白质相互作用，并且通过其与BBS蛋白质复合物的相互作用，调节蛋白质运输至睫状膜。该基因的无义突变导致Bardet-Biedl综合征的一种形式;部分由多指症，肥胖症，认知障碍，性腺功能减退症和肾衰竭表征的纤毛病。该基因也可以作为肿瘤抑制剂起作用;可能通过与E-钙粘蛋白和肌动蛋白细胞骨架相互作用从而调节上皮细胞向间充质细胞的转变。该基因的可变剪接产生多种转录物变体。 [由RefSeq提供，2013年2月]来自UniProt：调节BBSome复合体的纤毛定位。与BBSome综合体一起，控制SMO睫状体运输并促成声波刺猬（SHH）通路调节。可能在神经突起产生作用。可能有肿瘤抑制功能。<> <>	0
LRP6	From NCBI Gene:This gene encodes a member of the low density lipoprotein (LDL) receptor gene family. LDL receptors are transmembrane cell surface proteins involved in receptor-mediated endocytosis of lipoprotein and protein ligands. The protein encoded by this gene functions as a receptor or, with Frizzled, a co-receptor for Wnt and thereby transmits the canonical Wnt/beta-catenin signaling cascade. Through its interaction with the Wnt/beta-catenin signaling cascade this gene plays a role in the regulation of cell differentiation, proliferation, and migration and the development of many cancer types. This protein undergoes gamma-secretase dependent RIP- (regulated intramembrane proteolysis) processing but the precise locations of the cleavage sites have not been determined.[provided by RefSeq, Dec 2009]From UniProt:Component of the Wnt-Fzd-LRP5-LRP6 complex that triggers beta-catenin signaling through inducing aggregation of receptor-ligand complexes into ribosome-sized signalsomes. Cell-surface coreceptor of Wnt/beta-catenin signaling, which plays a pivotal role in bone formation. The Wnt-induced Fzd/LRP6 coreceptor complex recruits DVL1 polymers to the plasma membrane which, in turn, recruits the AXIN1/GSK3B-complex to the cell surface promoting the formation of signalsomes and inhibiting AXIN1/GSK3-mediated phosphorylation and destruction of beta-catenin. Required for posterior patterning of the epiblast during gastrulation.<> <>	来自NCBI基因：该基因编码低密度脂蛋白（LDL）受体基因家族的成员。 LDL受体是涉及受体介导的脂蛋白和蛋白质配体内吞的跨膜细胞表面蛋白。由该基因编码的蛋白质作为受体起作用，或者与Frizzled一起作为Wnt的共同受体，从而传递经典的Wnt /β-连环蛋白信号传导级联。通过其与Wnt /β-连环蛋白信号级联反应的相互作用，该基因在调节细胞分化，增殖和迁移以及许多癌症类型的发展中发挥作用。该蛋白质经历了依赖于γ-分泌酶的RIP-（调节膜内蛋白水解）处理，但切割位点的精确位置尚未确定。[由RefSeq，Dec 2009提供] From UniProt：Wnt-Fzd-LRP5-LRP6复合物的组分通过诱导受体 - 配体复合物聚集成核糖体大小的信号体，触发β-连环蛋白信号传导。 Wnt /β-连环蛋白信号的细胞表面共同受体，其在骨形成中起关键作用。 Wnt诱导的Fzd / LRP6共受体复合物将DVL1聚合物募集到质膜上，后者又将AXIN1 / GSK3B复合物募集到细胞表面，促进信号体的形成并抑制AXIN1 / GSK3介导的磷酸化和破坏β - 连环蛋白。在原肠胚形成过程中后胚层的后期图案需要<> <>	0
LPL	The LPL gene provides instructions for making an enzyme called lipoprotein lipase. This enzyme is found primarily on the surface of cells that line tiny blood vessels (capillaries) within muscles and in fatty (adipose) tissue. Lipoprotein lipase plays a critical role in breaking down fat in the form of triglycerides, which are carried from various organs to the blood by molecules called lipoproteins.Lipoprotein lipase breaks down triglycerides carried by two different types of lipoproteins, which bring fat to the bloodstream from different organs. Fat from the intestine, which is taken in from the diet, is transported to the bloodstream by lipoproteins called chylomicrons. Another type of lipoprotein called very low density lipoprotein (VLDL) carries triglycerides from the liver to the bloodstream. When lipoprotein lipase breaks down triglycerides, the fat molecules are used by the body as energy or stored in fatty tissue for later use.<> <>	LPL基因提供了制造称为脂蛋白脂肪酶的酶的说明。这种酶主要存在于肌肉内和脂肪（脂肪）组织中微血管（毛细血管）的细胞表面。脂蛋白脂肪酶在分解甘油三酯形式中发挥重要作用，甘油三酯通过称为脂蛋白的分子从各种器官携带到血液中。脂蛋白脂肪酶分解由两种不同类型的脂蛋白携带的甘油三酯，其将脂肪带入血液中不同的器官。从饮食中摄取的肠道脂肪被称为乳糜微粒的脂蛋白转运到血液中。另一种称为极低密度脂蛋白（VLDL）的脂蛋白将甘油三酸酯从肝脏输送到血液中。当脂蛋白脂肪酶分解甘油三酯时，脂肪分子被身体用作能量或储存在脂肪组织中供以后使用。<> <>	0
MAP2K2	The MAP2K2 gene provides instructions for making a protein known as MEK2 protein kinase. This protein is part of a signaling pathway called the RAS/MAPK pathway, which transmits chemical signals from outside the cell to the cell's nucleus. RAS/MAPK signaling helps control the growth and division (proliferation) of cells, the process by which cells mature to carry out specific functions (differentiation), cell movement, and the self-destruction of cells (apoptosis).The MAP2K2 gene is very similar to a gene called MAP2K1, which provides instructions for making a protein known as MEK1 protein kinase. Like MEK2 protein kinase, this protein functions as part of the RAS/MAPK signaling pathway. Together, the MEK1 and MEK2 protein kinases appear to be essential for normal development before birth and for survival after birth.<> <>	MAP2K2基因提供了制造称为MEK2蛋白激酶的蛋白质的说明。该蛋白质是称为RAS / MAPK途径的信号传导途径的一部分，其将来自细胞外的化学信号传递至细胞核。 RAS / MAPK信号传导有助于控制细胞的生长和分裂（增殖），这是细胞成熟以发挥特定功能（分化），细胞运动和细胞自我毁灭（细胞凋亡）的过程。MAP2K2基因非常类似于称为MAP2K1的基因，其提供了制造称为MEK1蛋白激酶的蛋白质的说明。像MEK2蛋白激酶一样，该蛋白质作为RAS / MAPK信号传导途径的一部分起作用。总之，MEK1和MEK2蛋白激酶似乎对于出生前的正常发育和出生后的存活是必不可少的。<> <>	0
LPIN1	From NCBI Gene:This gene encodes a magnesium-ion-dependent phosphatidic acid phosphohydrolase enzyme that catalyzes the penultimate step in triglyceride synthesis including the dephosphorylation of phosphatidic acid to yield diacylglycerol. Expression of this gene is required for adipocyte differentiation and it also functions as a nuclear transcriptional coactivator with some peroxisome proliferator-activated receptors to modulate expression of other genes involved in lipid metabolism. Mutations in this gene are associated with metabolic syndrome, type 2 diabetes, acute recurrent rhabdomyolysis, and autosomal recessive acute recurrent myoglobinuria (ARARM). This gene is also a candidate for several human lipodystrophy syndromes. [provided by RefSeq, Mar 2017]From UniProt:Plays important roles in controlling the metabolism of fatty acids at different levels. Acts as a magnesium-dependent phosphatidate phosphatase enzyme which catalyzes the conversion of phosphatidic acid to diacylglycerol during triglyceride, phosphatidylcholine and phosphatidylethanolamine biosynthesis in the reticulum endoplasmic membrane. Acts also as a nuclear transcriptional coactivator for PPARGC1A/PPARA to modulate lipid metabolism gene expression (By similarity). Is involved in adipocyte differentiation. May also be involved in mitochondrial fission by converting phosphatidic acid to diacylglycerol.<> <>	来自NCBI基因：该基因编码镁离子依赖性磷脂酸磷酸水解酶，其催化甘油三酯合成的倒数第二步，包括使磷脂酸去磷酸化以产生二酰甘油。该基因的表达对于脂肪细胞分化是必需的，并且其还用作具有一些过氧化物酶体增殖物激活受体的核转录共激活剂以调节涉及脂质代谢的其他基因的表达。该基因突变与代谢综合征，2型糖尿病，急性复发性横纹肌溶解症和常染色体隐性急性复发性肌红蛋白尿症（ARARM）有关。该基因也是几种人类脂肪营养不良综合征的候选者。 [由RefSeq提供，2017年3月]来自UniProt：在控制不同水平的脂肪酸代谢中发挥重要作用。起到镁依赖性磷脂酸磷酸酶的作用，催化在网状内质膜中甘油三酯，磷脂酰胆碱和磷脂酰乙醇胺生物合成期间磷脂酸转化为二酰甘油。也可作为PPARGC1A / PPARA的核转录共激活剂来调节脂质代谢基因表达（通过相似性）。参与脂肪细胞分化。也可能通过将磷脂酸转化成甘油二酯来参与线粒体的分裂	0
LMNB2	From NCBI Gene:This gene encodes a B type nuclear lamin. The nuclear lamina consists of a two-dimensional matrix of proteins located next to the inner nuclear membrane. The lamin family of proteins make up the matrix and are highly conserved in evolution. During mitosis, the lamina matrix is reversibly disassembled as the lamin proteins are phosphorylated. Lamin proteins are thought to be involved in nuclear stability, chromatin structure and gene expression. Vertebrate lamins consist of two types, A and B. Mutations in this gene are associated with acquired partial lipodystrophy. [provided by RefSeq, May 2012]From UniProt:Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin.<> <>	来自NCBI基因：该基因编码B型核纤层蛋白。核层由毗邻内核膜的蛋白质的二维矩阵组成。蛋白质的核纤层蛋白家族构成了基质，在进化中高度保守。在有丝分裂过程中，当lamin蛋白被磷酸化时，lamina基质可逆地分解。认为层粘连蛋白参与核稳定性，染色质结构和基因表达。脊椎动物核纤层蛋白由A和B两种类型组成。该基因中的突变与获得性部分脂肪营养不良有关。 [由RefSeq，2012年5月提供]来自UniProt：Lamins是核层的组成部分，内层核膜的核质侧上的纤维层，其被认为提供了核包膜的框架并且还可以与染色质相互作用。 <> <>	0
MAP2K1	The MAP2K1 gene provides instructions for making a protein known as MEK1 protein kinase. This protein is part of a signaling pathway called the RAS/MAPK pathway, which transmits chemical signals from outside the cell to the cell's nucleus. RAS/MAPK signaling helps control the growth and division (proliferation) of cells, the process by which cells mature to carry out specific functions (differentiation), cell movement (migration), and the self-destruction of cells (apoptosis). MEK1 protein kinase appears to be essential for normal development before birth and for survival after birth.<> <>	MAP2K1基因提供了制造被称为MEK1蛋白激酶的蛋白质的说明。该蛋白质是称为RAS / MAPK途径的信号传导途径的一部分，其将来自细胞外的化学信号传递至细胞核。 RAS / MAPK信号传导有助于控制细胞的生长和分裂（增殖），这是细胞成熟进行特定功能（分化），细胞运动（迁移）和细胞自我毁灭（凋亡）的过程。 MEK1蛋白激酶似乎是出生前正常发育和出生后存活所必需的。“>”>	0
LMNA	The LMNA gene provides instructions for making several slightly different proteins called lamins. The two major proteins produced from this gene, lamin A and lamin C, are made in most of the body's cells. These proteins are made up of a nearly identical sequence of protein building blocks (amino acids). The small difference in the sequence makes lamin A longer than lamin C.Lamins A and C are structural proteins called intermediate filament proteins. Intermediate filaments provide stability and strength to cells. Lamins A and C are scaffolding (supporting) components of the nuclear envelope, which is a structure that surrounds the nucleus in cells. Specifically, these proteins are located in the nuclear lamina, a mesh-like layer of intermediate filaments and other proteins that is attached to the inner membrane of the nuclear envelope. The nuclear envelope regulates the movement of molecules into and out of the nucleus. Lamins A and C are also found inside the nucleus, and researchers believe the proteins may play a role in regulating the activity (expression) of certain genes.The lamin A protein must be processed within the cell before becoming part of the lamina. Its initial form, called prelamin A, undergoes a complex series of steps that are necessary for the protein to be inserted into the lamina. Lamin C does not have to undergo this processing before becoming part of the lamina.<> <>	LMNA基因提供了制造几种稍微不同的称为核纤层蛋白的蛋白质的说明。由该基因产生的两种主要蛋白质，核纤层蛋白A和核纤层蛋白C，在人体大部分细胞中制成。这些蛋白质由几乎相同的蛋白质结构单元（氨基酸）序列组成。序列中的小差异使得核纤层蛋白A比核纤层蛋白C更长。维生素A和C是称为中间丝蛋白的结构蛋白。中间丝为细胞提供稳定性和强度。 Lamins A和C是核包膜的支架（支持）成分，它是围绕细胞核的结构。具体而言，这些蛋白质位于核层，一个类似中间丝的网状层以及附着于核膜内膜的其他蛋白质。核膜调节分子进出细胞核的运动。研究人员还发现细胞核内存在细胞核A和C，研究人员认为这些蛋白可能在调节某些基因的活性（表达）方面发挥作用。核纤层蛋白A蛋白必须在成为细胞膜的一部分之前在细胞内进行处理。它的最初形式，称为prelamin A，经历了一系列复杂的步骤，这些步骤对于将蛋白质插入层中是必需的。 Lamin C在成为叶片的一部分之前不必进行这种处理。<> <>	0
LMF1	From NCBI Gene:The protein encoded by this gene resides in the endoplasmic reticulum, and is involved in the maturation and transport of lipoprotein lipase through the secretory pathway. Mutations in this gene are associated with combined lipase deficiency. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, May 2010]From UniProt:Involved in the maturation of specific proteins in the endoplasmic reticulum. Required for maturation and transport of active lipoprotein lipase (LPL) through the secretory pathway. Each LMF1 molecule chaperones 50 or more molecules of LPL.<> <>	来自NCBI基因：由该基因编码的蛋白质存在于内质网中，并通过分泌途径参与脂蛋白脂肪酶的成熟和转运。该基因中的突变与脂肪酶组合缺陷相关。已经发现该基因的剪接转录物变体。 [由RefSeq，2010年5月提供]来自UniProt：涉及内质网中特定蛋白质的成熟。通过分泌途径成熟和运输活性脂蛋白脂肪酶（LPL）所需的。每个LMF1分子伴侣有50个或更多的LPL分子<> <>	0
LIPE	From NCBI Gene:The protein encoded by this gene has a long and a short form, generated by use of alternative translational start codons. The long form is expressed in steroidogenic tissues such as testis, where it converts cholesteryl esters to free cholesterol for steroid hormone production. The short form is expressed in adipose tissue, among others, where it hydrolyzes stored triglycerides to free fatty acids. [provided by RefSeq, Jul 2008]From UniProt:In adipose tissue and heart, it primarily hydrolyzes stored triglycerides to free fatty acids, while in steroidogenic tissues, it principally converts cholesteryl esters to free cholesterol for steroid hormone production.<> <>	来自NCBI基因：由该基因编码的蛋白质具有长和短的形式，由使用替代翻译起始密码子产生。长形式在类固醇生成组织中表达，如睾丸，在那里它将胆固醇酯转化成游离胆固醇，用于类固醇激素的产生。短形式在脂肪组织中表达，尤其是其中水解存储的甘油三酯以游离脂肪酸。 [由RefSeq提供，2008年7月]来自UniProt：在脂肪组织和心脏中，它主要水解存储的甘油三酯以释放脂肪酸，而在类固醇生成的组织中，它主要将胆固醇酯转化为游离胆固醇以产生类固醇激素。	0
LIPC	"The LIPC gene provides instructions for making an enzyme called hepatic lipase. This enzyme is produced by liver cells and released into the bloodstream where it helps with the conversion of fat-transporting molecules called very low-density lipoproteins (VLDLs) and intermediate-density lipoproteins (IDLs) to low-density lipoproteins (LDLs). The enzyme also assists in transporting molecules called high-density lipoproteins (HDLs) that carry cholesterol and triglycerides from the blood to the liver, where the HDLs deposit these fats so they can be redistributed to other tissues or removed from the body. Hepatic lipase helps to keep these fat-transporting molecules in balance by regulating the formation of LDLs and the transport of HDLs. Normally, high levels of HDL (known as ""good cholesterol"") and low levels of LDL (known as ""bad cholesterol"") are protective against heart disease.<> <>"	LIPC基因提供了制造称为肝脂肪酶的酶的说明。这种酶由肝细胞产生并释放到血液中，在那里它有助于将称为极低密度脂蛋白（VLDL）和中密度脂蛋白（IDL）的脂肪转运分子转化为低密度脂蛋白（LDL）。该酶还有助于将称为高密度脂蛋白（HDLs）的分子从血液携带到肝脏，HDL将这些脂肪沉积在这些脂肪中，以便它们可以重新分布到其他组织或从体内去除。肝脂肪酶有助于通过调节LDL的形成和HDLs的转运来保持这些脂肪转运分子的平衡。通常，高水平的HDL（称为“好胆固醇”）和低水平的LDL（称为“坏胆固醇”）对心脏疾病具有保护作用。<> <>	0
LIPA	The LIPA gene provides instructions for producing an enzyme called lysosomal acid lipase. This enzyme is found in cell compartments called lysosomes, which digest and recycle materials the cell no longer needs. Lysosomal acid lipase breaks down fats (lipids) such as triglycerides and cholesteryl esters.  Cholesteryl esters are made up of two lipids that are attached to each other, cholesterol and a fatty acid. Lysosomal acid lipase separates the cholesterol from the fatty acid. Triglycerides are stored fats that can be broken down into fatty acids that are used for energy. The lipids produced from these processes are used by the body or transported to the liver for removal.<> <>	LIPA基因提供了产生称为溶酶体酸脂肪酶的酶的说明。这种酶在称为溶酶体的细胞区室中被发现，其消化和回收细胞不再需要的物质。溶酶体酸脂肪酶分解脂肪（脂质），如甘油三酯和胆固醇酯。胆固醇酯由两种相互连接的脂质组成，胆固醇和脂肪酸。溶酶体酸脂肪酶将胆固醇从脂肪酸中分离出来。甘油三酯是储存的脂肪，可以分解成用于能量的脂肪酸。由这些过程产生的脂质被身体使用或被运送到肝脏去除。<> <>	0
LEPR	The LEPR gene  provides instructions for making a protein called the leptin receptor, which is involved in the regulation of body weight. The leptin receptor protein is found on the surface of cells in many organs and tissues of the body, including a part of the brain called the hypothalamus. The hypothalamus controls hunger and thirst as well as other functions such as sleep, moods, and body temperature. It also regulates the release of many hormones that have functions throughout the body.The leptin receptor is turned on (activated) by a hormone called leptin that attaches (binds) to the receptor, fitting into it like a key into a lock. Normally, the body's fat cells release leptin in proportion to their size. As fat cells become larger, they produce more leptin. This rise in leptin indicates that fat stores are increasing. In the hypothalamus, the binding of leptin to its receptor triggers a series of chemical signals that affect hunger and help produce a feeling of fullness (satiety).<> <>	LEPR基因提供了制造称为瘦素受体的蛋白质的说明，所述蛋白质参与调节体重。瘦素受体蛋白存在于身体许多器官和组织的细胞表面，包括一部分称为下丘脑的大脑。下丘脑控制饥饿和口渴以及其他功能，如睡眠，情绪和体温。它还调节许多在整个身体中具有功能的激素的释放。瘦素受体被称为瘦素的激素打开（激活），该瘦素附着（结合）到受体上，像钥匙一样嵌入到受体中。通常情况下，人体的脂肪细胞会根据其大小按比例释放瘦素。随着脂肪细胞变大，它们会产生更多的瘦素。瘦素的这种上升表明脂肪商店正在增加。在下丘脑中，瘦素与其受体的结合触发了一系列影响饥饿并帮助产生饱腹感（饱腹感）的化学信号。<> <>	0
